-0.01, 0.31
-0.02, 0.31
-0.01, 0.31
-0.01, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.01, 0.31
-0.01, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.01, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.01, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.31
-0.02, 0.38
0.00, 0.62
0.05, 0.86
0.07, 1.02
0.08, 1.10
0.08, 1.10
0.02, 1.09
0.19, 1.12
0.42, 1.72
0.60, 2.40
0.60, 2.83
0.62, 3.37
0.62, 3.88
0.58, 4.46
0.57, 5.15
0.57, 5.54
0.50, 5.61
0.48, 5.68
0.51, 5.68
0.50, 5.68
0.52, 5.68
0.55, 5.69
0.54, 5.69
0.56, 5.70
0.43, 5.69
0.43, 5.69
0.44, 5.77
0.39, 5.77
0.44, 5.62
0.46, 5.62
0.48, 5.62
0.51, 5.55
0.51, 5.55
0.50, 5.47
0.59, 6.02
0.83, 8.94
0.81, 13.77
1.00, 21.45
1.36, 30.43
0.98, 38.86
1.33, 48.32
1.53, 60.00
0.97, 71.60
1.84, 84.07
1.69, 96.80
2.87, 109.14
3.23, 121.41
3.45, 135.03
4.91, 147.06
6.29, 159.56
8.07, 170.34
9.14, 180.27
9.87, 188.84
10.18, 194.17
11.10, 198.96
11.53, 203.55
11.83, 211.17
12.54, 219.41
12.91, 225.76
13.64, 230.66
14.38, 236.81
14.74, 242.62
14.69, 248.34
14.83, 254.03
15.18, 259.59
15.11, 264.80
15.00, 269.01
14.88, 272.16
14.64, 275.14
14.60, 277.47
14.76, 278.52
14.46, 278.97
13.90, 279.01
13.23, 278.98
12.65, 279.18
12.56, 279.18
12.55, 279.27
12.60, 279.28
12.68, 279.37
12.69, 279.37
12.62, 279.36
12.58, 279.35
12.67, 279.37
12.76, 279.39
12.71, 279.38
12.85, 276.08
12.86, 273.08
12.98, 270.45
13.19, 267.48
13.53, 264.76
14.50, 264.15
15.12, 256.09
15.19, 246.15
15.23, 237.09
15.18, 226.86
15.27, 215.11
15.26, 204.52
15.30, 191.98
15.16, 179.09
15.05, 167.49
14.94, 153.63
14.81, 139.04
14.70, 125.42
14.53, 111.45
14.35, 98.05
14.22, 84.26
14.01, 70.73
13.86, 57.22
13.70, 43.71
13.58, 31.02
13.44, 16.89
13.23, 2.30
12.90, -7.10
12.78, -10.70
12.63, -10.88
12.99, -12.82
13.22, -12.88
13.32, -13.13
13.51, -13.18
13.70, -13.46
13.60, -15.28
13.13, -20.18
12.98, -21.39
12.74, -21.43
12.44, -21.00
12.13, -19.26
11.82, -16.47
11.70, -12.53
11.80, -6.48
11.82, -3.30
11.75, -1.01
11.80, 0.67
11.82, 1.14
11.79, 1.79
11.76, 2.30
11.77, 2.69
11.81, 3.09
11.88, 3.65
12.00, 4.33
12.15, 5.41
12.21, 6.31
12.19, 7.28
12.25, 8.21
12.29, 9.12
12.39, 10.11
12.47, 11.33
12.52, 12.54
12.63, 13.79
12.68, 15.01
12.77, 16.04
12.85, 16.83
12.89, 17.38
12.89, 17.69
12.86, 18.07
12.86, 18.38
12.88, 18.62
12.88, 18.85
12.88, 19.24
12.92, 19.64
13.00, 19.96
13.06, 20.21
13.09, 20.29
13.11, 20.37
13.08, 20.36
13.06, 20.44
13.06, 20.44
13.07, 20.44
13.06, 20.44
13.08, 20.44
13.06, 20.44
13.06, 20.44
13.05, 20.44
13.03, 20.43
13.02, 20.47
13.01, 20.47
12.99, 20.47
12.97, 20.54
12.96, 20.61
12.93, 20.61
12.90, 20.61
12.86, 20.60
12.86, 20.64
12.89, 20.64
12.95, 20.65
12.97, 20.66
12.88, 20.65
12.94, 20.67
13.03, 20.76
13.15, 20.85
13.22, 20.96
13.32, 20.97
13.44, 20.99
13.56, 21.01
13.67, 21.02
13.73, 21.03
13.76, 21.07
13.76, 21.07
13.76, 21.07
13.75, 21.07
13.75, 21.07
13.75, 21.11
13.74, 21.11
13.73, 21.11
13.70, 21.11
13.49, 21.16
13.08, 21.61
12.57, 22.63
11.88, 24.50
11.32, 26.95
10.37, 30.16
9.42, 33.42
7.74, 37.60
5.65, 42.41
2.95, 47.64
0.24, 53.73
-3.11, 59.96
-7.32, 66.20
-12.40, 72.18
-17.77, 77.55
-24.26, 81.35
-32.01, 83.97
-39.71, 87.17
-47.49, 89.89
-54.68, 92.34
-61.45, 94.83
-68.55, 99.30
-75.72, 103.27
-83.24, 108.16
-94.15, 120.16
-100.83, 123.96
-108.47, 127.61
-116.46, 131.35
-125.31, 134.55
-133.91, 137.54
-142.65, 140.62
-151.70, 143.11
-159.58, 144.59
-168.60, 146.62
-177.12, 147.21
-185.15, 148.59
-192.86, 150.07
-200.29, 151.89
-208.01, 154.76
-216.09, 158.44
-225.20, 163.42
-233.68, 167.28
-242.66, 171.15
-252.16, 173.95
-261.77, 175.63
-271.93, 177.25
-281.52, 178.48
-291.90, 180.26
-301.65, 181.94
-312.09, 183.48
-321.78, 184.56
-331.99, 186.12
-341.59, 187.22
-351.86, 188.82
-361.98, 190.52
-373.16, 192.94
-383.44, 195.67
-394.53, 198.44
-404.80, 201.28
-415.74, 204.18
-426.88, 206.75
-437.54, 209.05
-448.72, 211.73
-459.05, 214.20
-466.92, 218.06
-473.00, 224.24
-479.62, 230.47
-484.12, 236.11
-483.82, 238.77
-483.57, 239.85
-484.08, 240.59
-484.31, 241.32
-484.27, 241.55
-485.27, 242.09
-488.05, 243.42
-488.83, 243.94
-489.56, 244.18
-490.94, 245.34
-492.09, 246.41
-493.07, 247.39
-494.03, 248.25
-494.85, 248.95
-495.67, 249.92
-496.44, 250.71
-496.58, 250.85
-496.52, 250.90
-496.51, 250.92
-496.46, 250.84
-496.60, 250.37
-496.99, 249.57
-497.33, 248.88
-497.25, 248.86
-496.60, 248.63
-495.69, 248.64
-494.52, 249.27
-493.78, 249.48
-492.99, 249.61
-492.40, 249.36
-491.84, 249.57
-491.05, 249.88
-490.07, 250.05
-489.13, 250.43
-488.17, 250.73
-487.23, 251.01
-486.44, 250.93
-485.71, 250.82
-485.56, 250.77
-485.57, 250.76
-485.53, 250.74
-485.54, 250.73
-485.55, 250.68
-485.53, 250.70
-485.58, 250.60
-485.58, 250.59
-485.60, 250.55
-485.53, 250.52
-485.40, 250.61
-485.40, 250.64
-485.30, 250.93
-485.29, 250.93
-485.32, 250.85
-485.33, 250.80
-485.32, 250.85
-485.29, 250.93
-485.29, 250.92
-485.32, 250.84
-485.34, 250.79
-485.32, 250.85
-485.31, 250.87
-485.31, 250.87
-485.31, 250.88
-485.31, 250.87
-485.31, 250.86
-485.32, 250.85
-485.32, 250.85
-485.31, 250.87
-485.30, 250.89
-485.30, 250.89
-485.32, 250.85
-485.33, 250.82
